BGC Name	BiGSCAPE GCF	Genome Name	Taxonomy	BGC Type	Study source	Peripla_BP_2 (Y/N)	FecCD (Y/N)	Tonb_dep_Rec (Y/N)
dasN5_227_047G1_concoct_8-c00009_N5_227_...region001	2558	dasN5_227_047G1_concoct_8	Staphylococcus	siderophore	Infant	1	1	0
SRS414175_2-002	1535	SRS414175_2	Staphylococcus	siderophore	Adult	1	1	0
SRS372638_6-002	1535	SRS372638_6	Staphylococcus	siderophore	Adult	1	1	0
dasN2_066_009G1_concoct_4-c00032_66_022_...region001	2558	dasN2_066_009G1_concoct_4	Staphylococcus	siderophore	Infant	1	1	0
SRS372717_2-001	1535	SRS372717_2	Staphylococcus	siderophore	Adult	1	1	0
SRS373047_10-001	2558	SRS373047_10	Staphylococcus	siderophore	Adult	1	1	0
SRS403229_4-002	1535	SRS403229_4	Staphylococcus	siderophore	Adult	1	1	0
dasN4_155_006G1_concoct_17-c00008_N4_155_...region001	2558	dasN4_155_006G1_concoct_17	Staphylococcus	siderophore	Infant	1	1	0
dasN4_124_000G1_concoct_14-c00016_N4_124_...region001	2538	dasN4_124_000G1_concoct_14	Staphylococcus	siderophore	Infant	1	1	0
dasN5_271_000G1_concoct_20-c00036_N5_271_...region001	2558	dasN5_271_000G1_concoct_20	Staphylococcus	siderophore	Infant	1	1	0
dasN5_244_000G1_abawaca.54.fasta-c00028_N5_244_...region001	3070	dasN5_244_000G1_abawaca.54.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN1_009_008G1_abawaca.15.fasta-c00030_b009-d0...region001	2558	dasN1_009_008G1_abawaca.15.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_205_000G1_abawaca.63.fasta-c00029_N4_205_...region001	1535	dasN4_205_000G1_abawaca.63.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS335554_3-001	2558	SRS335554_3	Staphylococcus	siderophore	Adult	1	1	0
dasN4_152_000G1_concoct_1-c00016_N4_152_...region001	2952	dasN4_152_000G1_concoct_1	Staphylococcus	siderophore	Infant	1	1	0
dasN4_100_011G1_concoct_0-c00028_N4_100_...region001	2558	dasN4_100_011G1_concoct_0	Staphylococcus	siderophore	Infant	1	1	0
dasN4_082_014G1_concoct_24-c00028_N4_082_...region001	2558	dasN4_082_014G1_concoct_24	Staphylococcus	siderophore	Infant	1	1	0
dasN4_095_000G1_maxbin2.maxbin.017.fasta-c00039_N4_095_...region001	2538	dasN4_095_000G1_maxbin2.maxbin.017.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_269_009G1_maxbin2.maxbin.005.fasta-c00021_N5_269_...region001	2558	dasN5_269_009G1_maxbin2.maxbin.005.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_124_011G1_maxbin2.maxbin.006.fasta-c00007_N4_124_...region001	1535	dasN4_124_011G1_maxbin2.maxbin.006.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS414255_1-001	1535	SRS414255_1	Staphylococcus	siderophore	Adult	1	1	0
dasS2_014_018G1_maxbin2.maxbin.014.fasta-c00022_JBBB006...region001	2538	dasS2_014_018G1_maxbin2.maxbin.014.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS372736_1-002	1535	SRS372736_1	Staphylococcus	siderophore	Adult	1	1	0
dasN4_101_027G1_abawaca.28.fasta-c00053_N4_101_...region001	2558	dasN4_101_027G1_abawaca.28.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_138_010G1_concoct_31-c00011_N4_138_...region001	2558	dasN4_138_010G1_concoct_31	Staphylococcus	siderophore	Infant	1	1	0
dasN5_234_037G1_concoct_12-c00022_N5_234_...region001	2558	dasN5_234_037G1_concoct_12	Staphylococcus	siderophore	Infant	1	1	0
dasN4_155_006G1_abawaca.29.fasta-c00031_N4_155_...region001	2808	dasN4_155_006G1_abawaca.29.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS371567_2-001	2558	SRS371567_2	Staphylococcus	siderophore	Adult	1	1	0
dasN3_182_000G1_maxbin2.maxbin.003.fasta-c00014_N3_182_...region001	2558	dasN3_182_000G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_116_013G1_concoct_20-c00057_N4_116_...region001	2302	dasN4_116_013G1_concoct_20	Staphylococcus	siderophore	Infant	1	1	0
dasN1_011_011G1_concoct_7-c00019_b011-d0...region001	2558	dasN1_011_011G1_concoct_7	Staphylococcus	siderophore	Infant	1	1	0
SRS372990_1-002	1535	SRS372990_1	Staphylococcus	siderophore	Adult	1	1	0
dasN4_212_008G1_maxbin2.maxbin.007.fasta-c00023_N4_212_...region001	3021	dasN4_212_008G1_maxbin2.maxbin.007.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN1_004_009G1_abawaca.9.fasta-c00005_b004-d0...region001	2538	dasN1_004_009G1_abawaca.9.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN1_021_027G1_concoct_1-c00017_b021-d0...region001	2558	dasN1_021_027G1_concoct_1	Staphylococcus	siderophore	Infant	1	1	0
dasN4_128_000G1_concoct_29-c00024_N4_128_...region001	3070	dasN4_128_000G1_concoct_29	Staphylococcus	siderophore	Infant	1	1	0
dasN4_159_039G1_maxbin2.maxbin.004.fasta-c00016_N4_159_...region001	2538	dasN4_159_039G1_maxbin2.maxbin.004.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS372955_1-002	2302	SRS372955_1	Staphylococcus	siderophore	Adult	1	1	0
ERS473337_2-001	2558	ERS473337_2	Staphylococcus	siderophore	Adult	1	1	0
SRS371666_2-002	1535	SRS371666_2	Staphylococcus	siderophore	Adult	1	1	0
SRS372683_2-003	2558	SRS372683_2	Staphylococcus	siderophore	Adult	1	1	0
dasN4_094_008G1_concoct_6-c00013_N4_094_...region001	2558	dasN4_094_008G1_concoct_6	Staphylococcus	siderophore	Infant	1	1	0
dasN2_093_000G1_abawaca.19.fasta-c00014_N2_093_...region001	2558	dasN2_093_000G1_abawaca.19.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS371419_3-002	2558	SRS371419_3	Staphylococcus	siderophore	Adult	1	1	0
dasN1_003_000G1_abawaca.18.fasta-c00015_N1_003_...region001	3070	dasN1_003_000G1_abawaca.18.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN3_176_027G1_concoct_10-c00030_176_004...region001	2558	dasN3_176_027G1_concoct_10	Staphylococcus	siderophore	Infant	1	1	0
dasN5_223_009G1_concoct_11-c00005_N5_223_...region001	1535	dasN5_223_009G1_concoct_11	Staphylococcus	siderophore	Infant	1	1	0
ERS473273_7-001	2538	ERS473273_7	Staphylococcus	siderophore	Adult	1	1	0
dasN4_095_000G1_concoct_27-c00019_N4_095_...region001	2952	dasN4_095_000G1_concoct_27	Staphylococcus	siderophore	Infant	1	1	0
SRS371516_5-003	2558	SRS371516_5	Staphylococcus	siderophore	Adult	1	1	0
dasN5_252_000G1_abawaca.32.fasta-c00020_N5_252_...region001	3070	dasN5_252_000G1_abawaca.32.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_210_000G1_abawaca.21.fasta-c00039_N4_210_...region001	2808	dasN4_210_000G1_abawaca.21.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_233_017G1_abawaca.17.fasta-c00019_N5_233_...region001	2558	dasN5_233_017G1_abawaca.17.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS371839_6-001	2558	SRS371839_6	Staphylococcus	siderophore	Adult	1	1	0
dasN5_278_000G1_abawaca.100.fasta-c00013_N5_278_...region001	2558	dasN5_278_000G1_abawaca.100.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS371417_4-001	1535	SRS371417_4	Staphylococcus	siderophore	Adult	1	1	0
dasS2_018_000G1_abawaca.35.fasta-c00030_S2_018_...region001	2558	dasS2_018_000G1_abawaca.35.fasta	Staphylococcus	siderophore	Infant	1	1	0
ERS473361_11-001	2558	ERS473361_11	Staphylococcus	siderophore	Adult	1	1	0
dasN4_189_000G1_maxbin2.maxbin.015.fasta-c00037_N4_189_...region001	2952	dasN4_189_000G1_maxbin2.maxbin.015.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS414251_5-001	2558	SRS414251_5	Staphylococcus	siderophore	Adult	1	1	0
dasN1_018_011G1_concoct_4-c00024_b018-d0...region001	1535	dasN1_018_011G1_concoct_4	Staphylococcus	siderophore	Infant	1	1	0
SRS371687_5-001	2952	SRS371687_5	Staphylococcus	siderophore	Adult	1	1	0
dasN5_225_045G1_concoct_11-c00026_N5_225_...region001	2558	dasN5_225_045G1_concoct_11	Staphylococcus	siderophore	Infant	1	1	0
dasN4_207_025G1_concoct_2-c00016_N4_207_...region001	2558	dasN4_207_025G1_concoct_2	Staphylococcus	siderophore	Infant	1	1	0
dasN2_071_013G1_maxbin2.maxbin.006.fasta-c00011_71_018_...region001	1535	dasN2_071_013G1_maxbin2.maxbin.006.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN1_014_007G1_maxbin2.maxbin.002.fasta-c00029_b014-d0...region001	2558	dasN1_014_007G1_maxbin2.maxbin.002.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN3_172_000G1_concoct_22-c00018_N3_172_...region001	2558	dasN3_172_000G1_concoct_22	Staphylococcus	siderophore	Infant	1	1	0
SRS371402_1-003	2558	SRS371402_1	Staphylococcus	siderophore	Adult	1	1	0
SRS373093_2-001	2808	SRS373093_2	Staphylococcus	siderophore	Adult	1	1	0
dasN2_066_013G1_concoct_0-c00011_66_015_...region001	1535	dasN2_066_013G1_concoct_0	Staphylococcus	siderophore	Infant	1	1	0
dasN1_023_013G1_concoct_6-c00016_b023-d0...region001	3070	dasN1_023_013G1_concoct_6	Staphylococcus	siderophore	Infant	1	1	0
dasS2_005_000G1_concoct_7-c00003_S2_005_...region001	1535	dasS2_005_000G1_concoct_7	Staphylococcus	siderophore	Infant	1	1	0
SRS372958_6-001	1535	SRS372958_6	Staphylococcus	siderophore	Adult	1	1	0
dasN4_083_000G1_concoct_27-c00024_N4_083_...region001	3070	dasN4_083_000G1_concoct_27	Staphylococcus	siderophore	Infant	1	1	0
dasN5_256_000G1_concoct_30-c00031_N5_256_...region001	2808	dasN5_256_000G1_concoct_30	Staphylococcus	siderophore	Infant	1	1	0
dasN5_244_000G1_abawaca.54.fasta-c00020_N5_244_...region001	2538	dasN5_244_000G1_abawaca.54.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_259_034G1_concoct_12-c00040_N5_259_...region001	2558	dasN5_259_034G1_concoct_12	Staphylococcus	siderophore	Infant	1	1	0
SRS372650_1-002	1535	SRS372650_1	Staphylococcus	siderophore	Adult	1	1	0
SRS372681_7-002	2558	SRS372681_7	Staphylococcus	siderophore	Adult	1	1	0
SRS372655_3-001	1535	SRS372655_3	Staphylococcus	siderophore	Adult	1	1	0
SRS371881_1-002	2558	SRS371881_1	Staphylococcus	siderophore	Adult	1	1	0
dasN5_233_013G2_abawaca.11.fasta-c00015_N5_233_...region001	2808	dasN5_233_013G2_abawaca.11.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasS2_003_008G1_concoct_18-c00013_JBBB009...region001	2538	dasS2_003_008G1_concoct_18	Staphylococcus	siderophore	Infant	1	1	0
SRS414186_4-001	2558	SRS414186_4	Staphylococcus	siderophore	Adult	1	1	0
dasS2_002_013G1_concoct_31-c00017_JBBB007...region001	2558	dasS2_002_013G1_concoct_31	Staphylococcus	siderophore	Infant	1	1	0
dasN1_014_016G1_concoct_4-c00015_b014-d0...region001	1535	dasN1_014_016G1_concoct_4	Staphylococcus	siderophore	Infant	1	1	0
dasN4_083_000G1_concoct_27-c00017_N4_083_...region001	2538	dasN4_083_000G1_concoct_27	Staphylococcus	siderophore	Infant	1	1	0
dasN4_213_000G1_concoct_20-c00019_N4_213_...region001	2558	dasN4_213_000G1_concoct_20	Staphylococcus	siderophore	Infant	1	1	0
dasN4_141_008G1_concoct_11-c00018_N4_141_...region001	2952	dasN4_141_008G1_concoct_11	Staphylococcus	siderophore	Infant	1	1	0
dasN4_087_009G1_maxbin2.maxbin.009.fasta-c00025_N4_087_...region001	2558	dasN4_087_009G1_maxbin2.maxbin.009.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasS2_017_000G1_concoct_9-c00018_S2_017_...region001	2558	dasS2_017_000G1_concoct_9	Staphylococcus	siderophore	Infant	1	1	0
dasN5_261_000G1_concoct_15-c00008_N5_261_...region001	2952	dasN5_261_000G1_concoct_15	Staphylococcus	siderophore	Infant	1	1	0
SRS371698_5-002	2558	SRS371698_5	Staphylococcus	siderophore	Adult	1	1	0
dasN2_088_000G1_maxbin2.maxbin.009.fasta-c00019_N2_088_...region001	2952	dasN2_088_000G1_maxbin2.maxbin.009.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_267_008G1_maxbin2.maxbin.003.fasta-c00014_N5_267_...region001	2952	dasN5_267_008G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS371503_2-003	2558	SRS371503_2	Staphylococcus	siderophore	Adult	1	1	0
dasN5_278_048G1_concoct_5-c00021_N5_278_...region001	3070	dasN5_278_048G1_concoct_5	Staphylococcus	siderophore	Infant	1	1	0
dasN5_234_000G1_abawaca.28.fasta-c00030_N5_234_...region001	2808	dasN5_234_000G1_abawaca.28.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN3_174_015G1_concoct_0-c00011_174_001...region001	2558	dasN3_174_015G1_concoct_0	Staphylococcus	siderophore	Infant	1	1	0
SRS344905_3-003	3070	SRS344905_3	Staphylococcus	siderophore	Adult	1	1	0
SRS371473_1-002	2558	SRS371473_1	Staphylococcus	siderophore	Adult	1	1	0
SRS372688_9-001	1535	SRS372688_9	Staphylococcus	siderophore	Adult	1	1	0
SRS335563_1-001	1535	SRS335563_1	Staphylococcus	siderophore	Adult	1	1	0
SRS371402_4-004	3070	SRS371402_4	Staphylococcus	siderophore	Adult	1	1	0
dasN1_023_013G1_concoct_6-c00015_b023-d0...region001	2538	dasN1_023_013G1_concoct_6	Staphylococcus	siderophore	Infant	1	1	0
ERS473071_5-003	1535	ERS473071_5	Staphylococcus	siderophore	Adult	1	1	0
SRS414189_1-001	2558	SRS414189_1	Staphylococcus	siderophore	Adult	1	1	0
ERS473257_1-005	2558	ERS473257_1	Staphylococcus	siderophore	Adult	1	1	0
dasS2_012_015G1_maxbin2.maxbin.003.fasta-c00005_1215A07...region002	3012	dasS2_012_015G1_maxbin2.maxbin.003.fasta	Staphylococcus	NRPS	Infant	1	1	0
SRS373066_4-001	1535	SRS373066_4	Staphylococcus	siderophore	Adult	1	1	0
SRS371466_7-002	2558	SRS371466_7	Staphylococcus	siderophore	Adult	1	1	0
SRS372955_2-001	2558	SRS372955_2	Staphylococcus	siderophore	Adult	1	1	0
SRS373201_2-001	2558	SRS373201_2	Staphylococcus	siderophore	Adult	1	1	0
SRS414156_5-003	2558	SRS414156_5	Staphylococcus	siderophore	Adult	1	1	0
dasN1_019_012G1_abawaca.19.fasta-c00013_b019-d0...region001	3070	dasN1_019_012G1_abawaca.19.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS371575_1-001	1535	SRS371575_1	Staphylococcus	siderophore	Adult	1	1	0
SRS371424_2-001	2558	SRS371424_2	Staphylococcus	siderophore	Adult	1	1	0
dasN4_207_024G1_concoct_23-c00013_N4_207_...region001	2952	dasN4_207_024G1_concoct_23	Staphylococcus	siderophore	Infant	1	1	0
dasN4_116_013G1_abawaca.29.fasta-c00035_N4_116_...region001	3021	dasN4_116_013G1_abawaca.29.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasS2_014_009G1_concoct_3-c00024_JBBB006...region001	2558	dasS2_014_009G1_concoct_3	Staphylococcus	siderophore	Infant	1	1	0
dasN4_139_013G1_concoct_6-c00023_N4_139_...region001	2558	dasN4_139_013G1_concoct_6	Staphylococcus	siderophore	Infant	1	1	0
dasN1_003_000G1_concoct_19-c00022_N1_003_...region001	3021	dasN1_003_000G1_concoct_19	Staphylococcus	siderophore	Infant	1	1	0
SRS373055_1-002	2558	SRS373055_1	Staphylococcus	siderophore	Adult	1	1	0
SRS371892_2-002	2558	SRS371892_2	Staphylococcus	siderophore	Adult	1	1	0
SRS372726_4-001	2558	SRS372726_4	Staphylococcus	siderophore	Adult	1	1	0
SRS371510_3-001	2558	SRS371510_3	Staphylococcus	siderophore	Adult	1	1	0
dasN4_180_000G1_concoct_13-c00033_N4_180_...region001	2558	dasN4_180_000G1_concoct_13	Staphylococcus	siderophore	Infant	1	1	0
SRS414269_2-001	2558	SRS414269_2	Staphylococcus	siderophore	Adult	1	1	0
dasN1_003_000G1_abawaca.18.fasta-c00036_N1_003_...region001	2538	dasN1_003_000G1_abawaca.18.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_115_014G1_abawaca.12.fasta-c00032_N4_115_...region001	2558	dasN4_115_014G1_abawaca.12.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasS2_008_010G1_concoct_2-c00030_JBBB014...region001	2558	dasS2_008_010G1_concoct_2	Staphylococcus	siderophore	Infant	1	1	0
dasN5_234_074G1_concoct_6-c00017_N5_234_...region001	3070	dasN5_234_074G1_concoct_6	Staphylococcus	siderophore	Infant	1	1	0
dasN5_255_025G1_concoct_7-c00007_N5_255_...region001	2558	dasN5_255_025G1_concoct_7	Staphylococcus	siderophore	Infant	1	1	0
dasN4_214_011G1_maxbin2.maxbin.006.fasta-c00013_N4_214_...region001	3021	dasN4_214_011G1_maxbin2.maxbin.006.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_214_000G1_maxbin2.maxbin.004.fasta-c00012_N4_214_...region001	2952	dasN4_214_000G1_maxbin2.maxbin.004.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_234_074G1_concoct_6-c00037_N5_234_...region001	2538	dasN5_234_074G1_concoct_6	Staphylococcus	siderophore	Infant	1	1	0
ERS473384_3-001	3070	ERS473384_3	Staphylococcus	siderophore	Adult	1	1	0
ERS473149_6-001	2558	ERS473149_6	Staphylococcus	siderophore	Adult	1	1	0
ERS473235_1-001	1535	ERS473235_1	Staphylococcus	siderophore	Adult	1	1	0
SRS414257_18-002	1535	SRS414257_18	Staphylococcus	siderophore	Adult	1	1	0
dasS2_002_014G1_maxbin2.maxbin.003.fasta-c00004_JBBB007...region001	3012	dasS2_002_014G1_maxbin2.maxbin.003.fasta	Staphylococcus	NRPS	Infant	1	1	0
dasN4_115_000G1_concoct_10-c00053_N4_115_...region001	2302	dasN4_115_000G1_concoct_10	Staphylococcus	siderophore	Infant	1	1	0
dasS2_015_011G1_concoct_10-c00027_1511A08...region001	2558	dasS2_015_011G1_concoct_10	Staphylococcus	siderophore	Infant	1	1	0
dasN5_245_000G1_abawaca.64.fasta-c00010_N5_245_...region001	1535	dasN5_245_000G1_abawaca.64.fasta	Staphylococcus	siderophore	Infant	1	1	0
ERS473365_6-001	2558	ERS473365_6	Staphylococcus	siderophore	Adult	1	1	0
dasS2_002_014G1_maxbin2.maxbin.003.fasta-c00020_JBBB007...region001	2538	dasS2_002_014G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS311503_27-003	2040	SRS311503_27	Trabulsiella	nrps	Adult	1	1	1
dasN1_017_010G1_abawaca.9.fasta-c00028_b017-d0...region001	1817	dasN1_017_010G1_abawaca.9.fasta	Trabulsiella	NRPS	Infant	1	1	1
SRS1735636_2-003	2040	SRS1735636_2	Trabulsiella	nrps	Adult	1	1	1
dasN4_155_020G1_maxbin2.maxbin.002.fasta-c00018_N4_155_...region001	1628	dasN4_155_020G1_maxbin2.maxbin.002.fasta	Trabulsiella	NRPS	Infant	1	1	1
SRS372983_1-003	1973	SRS372983_1	Trabulsiella	nrps	Adult	1	1	1
SRS332166_7-001	2046	SRS332166_7	Trabulsiella	nrps	Adult	1	1	1
SRS414127_6-003	1865	SRS414127_6	Trabulsiella	nrps	Adult	1	1	1
SRS1735529_5-001	1891	SRS1735529_5	Trabulsiella	nrps	Adult	1	1	1
dasS2_016_017G1_maxbin2.maxbin.002.fasta-c00050_1617A09...region001	2046	dasS2_016_017G1_maxbin2.maxbin.002.fasta	Trabulsiella	NRPS	Infant	1	1	1
SRS1735606_4-003	2047	SRS1735606_4	Trabulsiella	nrps	Adult	0	1	1
SRS335582_4-003	1973	SRS335582_4	Trabulsiella	nrps	Adult	1	1	1
SRS1735636_2-002	1916	SRS1735636_2	Trabulsiella	siderophore	Adult	0	1	1
SRS294934_65-003	2266	SRS294934_65	Trabulsiella	other	Adult	1	1	0
SRS332191_2-001	2046	SRS332191_2	Trabulsiella	nrps	Adult	1	1	1
SRS475925_4-004	1865	SRS475925_4	Trabulsiella	nrps	Adult	1	1	1
SRS1735529_1-002	1973	SRS1735529_1	Trabulsiella	nrps	Adult	1	1	1
SRS373110_7-001	1973	SRS373110_7	Trabulsiella	nrps	Adult	1	1	1
SRS335416_17-002	1973	SRS335416_17	Trabulsiella	nrps	Adult	1	1	1
ERS396359_74-003	1953	ERS396359_74	Trabulsiella	nrps	Adult	1	1	0
dasN5_262_026G1_abawaca.11.fasta-c00006_N5_262_...region001	1867	dasN5_262_026G1_abawaca.11.fasta	Trabulsiella	NRPS	Infant	1	1	1
SRS332161_18-002	2046	SRS332161_18	Trabulsiella	nrps	Adult	1	1	1
dasN5_275_028G1_abawaca.21.fasta-c00006_N5_275_...region001	1973	dasN5_275_028G1_abawaca.21.fasta	Trabulsiella	NRPS	Infant	1	1	1
SRS355393_4-001	2298	SRS355393_4	Trabulsiella	t1pks-nrps	Adult	1	1	1
SRS372706_2-003	1973	SRS372706_2	Trabulsiella	nrps	Adult	1	1	1
SRS371666_5-001	1880	SRS371666_5	Trabulsiella	nrps	Adult	1	1	1
SRS001058_6-002	2045	SRS001058_6	Trabulsiella	nrps	Adult	1	1	1
dasN5_248_010G1_maxbin2.maxbin.001.fasta-c00006_N5_248_...region001	1973	dasN5_248_010G1_maxbin2.maxbin.001.fasta	Trabulsiella	NRPS	Infant	1	1	1
dasN5_218_008G1_concoct_11-c00009_N5_218_...region001	1865	dasN5_218_008G1_concoct_11	Trabulsiella	NRPS	Infant	1	1	1
ERS473319_31-001	1726	ERS473319_31	Tyzzerella	sactipeptide	Adult	1	1	0
ERS473107_15-001	1726	ERS473107_15	Tyzzerella	sactipeptide	Adult	1	1	0
ERS473044_25-001	1726	ERS473044_25	Tyzzerella	sactipeptide	Adult	1	1	0
SRS311548_13-001	1726	SRS311548_13	Tyzzerella	sactipeptide	Adult	1	1	0
SRS1719521_1-001	1726	SRS1719521_1	Tyzzerella	sactipeptide	Adult	1	1	0
ERS537375_17-001	1726	ERS537375_17	Tyzzerella	sactipeptide	Adult	1	1	0
SRS311462_18-001	1726	SRS311462_18	Tyzzerella	sactipeptide	Adult	1	1	0
ERS473347_4-001	1726	ERS473347_4	Tyzzerella	sactipeptide	Adult	1	1	0
ERS537181_3-003	1726	ERS537181_3	Tyzzerella	sactipeptide	Adult	1	1	0
SRS019601_30-004	1726	SRS019601_30	Tyzzerella	sactipeptide	Adult	1	1	0
SRS332161_19-002	1726	SRS332161_19	Tyzzerella	sactipeptide	Adult	1	1	0
SRS255860_3-002	1726	SRS255860_3	Tyzzerella	sactipeptide	Adult	1	1	0
SRS295029_31-001	1726	SRS295029_31	Tyzzerella	sactipeptide	Adult	1	1	0
ERS473419_4-001	1726	ERS473419_4	Tyzzerella	sactipeptide	Adult	1	1	0
ERS537286_21-001	1726	ERS537286_21	Tyzzerella	sactipeptide	Adult	1	1	0
SRS255453_7-002	1726	SRS255453_7	Tyzzerella	sactipeptide	Adult	1	1	0
ERS537392_14-002	1758	ERS537392_14	UC5-1-2E3	nrps	Adult	1	1	0
dasN5_265_000G1_abawaca.21.fasta-c00044_N5_265_...region001	1628	dasN5_265_000G1_abawaca.21.fasta	Veillonella	NRPS	Infant	1	1	1
dasN5_278_024G1_abawaca.5.fasta-c00007_N5_278_...region001	2575	dasN5_278_024G1_abawaca.5.fasta	Yersinia	NRPS	Infant	1	1	1
dasN5_278_024G1_abawaca.5.fasta-c00012_N5_278_...region001	2988	dasN5_278_024G1_abawaca.5.fasta	Yersinia	NRPS-like	Infant	1	1	0
